Typologie du marché,Montant du contrat,Garantie,Délai de réalisation,Expérience fournisseur,Nombre de projets similaires,Notation interne,Chiffre d'affaire,Situation fiscale,Fournisseur blacklisté,Visa (Oui/Non)
Fournitures,4548183,Aucune,8,1,2,16,10026468,Non conforme,Oui,Non
Fournitures,4152441,Retenu,6,3,5,20,32627858,Conforme,Oui,Non
Travaux,7234190,Caution,6,4,1,14,49442297,Conforme,Oui,Non
Services,8449768,Aucune,8,6,3,17,16575935,Non conforme,Non,Oui
Etude,9413959,Retenu,4,4,1,14,33922338,Conforme,Oui,Non
Travaux,7634148,Aucune,8,1,4,18,14358232,Conforme,Non,Oui
Etude,5628794,Retenu,8,10,1,18,23746411,Conforme,Non,Non
Travaux,9394901,Aucune,6,7,4,16,20515004,Non conforme,Non,Oui
Fournitures,4252999,Aucune,4,1,3,16,13224792,Non conforme,Oui,Non
Fournitures,9962041,Aucune,8,9,3,17,32062999,Non conforme,Non,Non
Services,7897638,Retenu,6,8,2,10,11241644,Conforme,Non,Oui
Travaux,9511482,Retenu,6,4,1,19,44778499,Conforme,Oui,Non
Etude,5238605,Retenu,6,10,2,14,10002749,Non conforme,Non,Oui
Services,6271906,Caution,8,3,1,16,35362206,Conforme,Oui,Non
Services,8904754,Caution,4,9,1,16,38351969,Conforme,Oui,Non
Travaux,6835503,Caution,3,4,2,16,23387000,Conforme,Non,Oui
Etude,5726168,Aucune,3,4,4,11,25833517,Non conforme,Non,Non
Services,7473674,Retenu,3,5,4,16,27799072,Non conforme,Non,Oui
Services,7972168,Caution,6,6,1,11,35960790,Non conforme,Non,Non
Services,8405234,Aucune,4,2,1,19,28882784,Conforme,Oui,Non
Services,5548770,Retenu,8,7,3,18,40403459,Conforme,Oui,Non
Fournitures,9424802,Caution,8,9,3,16,19155526,Conforme,Oui,Non
Fournitures,4678500,Retenu,4,10,2,19,21035153,Conforme,Non,Oui
Services,9173541,Retenu,4,5,2,15,39510065,Non conforme,Non,Oui
Fournitures,5636759,Caution,8,1,4,14,21916968,Non conforme,Non,Oui
Etude,4708471,Aucune,3,4,0,16,43507358,Non conforme,Oui,Non
Etude,5641157,Aucune,3,2,1,15,20065646,Non conforme,Oui,Non
Etude,7664369,Retenu,3,4,3,15,40436380,Conforme,Oui,Non
Etude,6900162,Aucune,3,8,3,20,35870884,Conforme,Oui,Non
Travaux,6719066,Retenu,8,6,0,16,39223587,Conforme,Oui,Non
Fournitures,8044139,Caution,6,3,2,15,29468385,Conforme,Oui,Non
Services,6961610,Aucune,6,2,0,20,42786685,Non conforme,Non,Oui
Services,7249475,Caution,3,6,0,14,16113164,Non conforme,Oui,Non
Services,5799479,Caution,8,9,1,17,47424721,Non conforme,Oui,Non
Etude,9931446,Aucune,4,7,1,14,40468169,Non conforme,Non,Non
Fournitures,9906473,Caution,6,4,2,19,46122848,Non conforme,Non,Oui
Fournitures,4538927,Retenu,4,1,2,14,28621422,Conforme,Oui,Non
Travaux,5163852,Retenu,6,1,3,20,10759057,Conforme,Non,Oui
Travaux,4169284,Retenu,4,1,2,11,10138961,Conforme,Non,Oui
Fournitures,5820409,Caution,8,5,5,15,42075211,Non conforme,Non,Oui
Services,9015537,Aucune,4,1,0,10,48575704,Conforme,Oui,Non
Travaux,9538851,Aucune,4,10,0,11,29243321,Non conforme,Non,Non
Fournitures,4742301,Caution,8,5,4,16,45460855,Conforme,Oui,Non
Etude,8288189,Aucune,4,1,0,16,29016028,Non conforme,Non,Non
Fournitures,4824106,Caution,8,2,5,10,13877043,Non conforme,Non,Non
Etude,8045696,Retenu,4,1,1,13,22408356,Conforme,Oui,Non
Travaux,8046089,Aucune,8,3,2,16,21330718,Non conforme,Oui,Non
Etude,8874455,Retenu,6,9,2,17,11864920,Non conforme,Oui,Non
Travaux,6129140,Retenu,6,4,4,13,16033528,Non conforme,Oui,Non
Services,9329750,Aucune,8,4,1,18,29061074,Non conforme,Non,Non
Fournitures,7663980,Caution,8,9,4,13,31733553,Conforme,Non,Oui
Fournitures,5440134,Aucune,3,10,2,15,16678991,Non conforme,Oui,Non
Travaux,9319334,Aucune,8,6,5,16,13281825,Conforme,Non,Oui
Services,7399717,Caution,8,6,4,14,16394039,Conforme,Non,Oui
Etude,5648211,Caution,8,6,4,13,24150180,Conforme,Non,Non
Etude,4786373,Aucune,4,5,0,20,28129729,Non conforme,Oui,Non
Fournitures,5716320,Retenu,3,10,5,16,15269366,Non conforme,Oui,Non
Etude,7795826,Caution,3,1,1,17,11907561,Non conforme,Non,Oui
Travaux,7670845,Retenu,4,4,5,17,10939677,Conforme,Non,Oui
Fournitures,4682968,Caution,3,10,4,11,11861570,Conforme,Oui,Non
Etude,8749475,Retenu,3,8,2,12,24855538,Non conforme,Oui,Non
Fournitures,4221336,Caution,3,5,0,11,23505207,Conforme,Oui,Non
Fournitures,4460876,Caution,8,10,5,14,10854962,Conforme,Non,Oui
Travaux,9561068,Retenu,8,7,3,13,29380229,Non conforme,Oui,Non
Travaux,5887085,Aucune,4,5,1,10,35504860,Non conforme,Oui,Non
Etude,6533971,Retenu,8,3,5,10,24102589,Conforme,Oui,Non
Services,4967917,Caution,8,8,1,20,17403911,Conforme,Non,Oui
Fournitures,9249232,Aucune,4,4,2,12,31915785,Conforme,Oui,Non
Services,6128426,Aucune,3,1,2,19,37426086,Non conforme,Non,Oui
Travaux,8410271,Aucune,6,5,4,14,37842698,Conforme,Non,Oui
Services,6198491,Aucune,4,4,2,20,41871257,Conforme,Non,Oui
Travaux,5681171,Retenu,4,1,2,10,25089044,Conforme,Non,Oui
Etude,8944330,Retenu,8,4,4,16,44197413,Non conforme,Non,Non
Services,6941446,Aucune,8,7,1,12,36032043,Non conforme,Oui,Non
Fournitures,5773772,Caution,4,7,3,13,43129766,Non conforme,Oui,Non
Etude,9152670,Caution,3,5,4,11,45380598,Conforme,Oui,Non
Etude,7076046,Aucune,4,6,1,18,29221014,Non conforme,Oui,Non
Services,6642628,Caution,4,6,4,16,28640357,Non conforme,Non,Oui
Fournitures,8633408,Aucune,6,10,2,20,23077041,Conforme,Oui,Non
Fournitures,8359637,Aucune,3,10,0,14,48539361,Conforme,Non,Non
Travaux,6997652,Aucune,6,5,3,13,33971411,Non conforme,Non,Non
Services,8439517,Caution,6,6,2,15,44344215,Non conforme,Oui,Non
Fournitures,9627203,Caution,3,1,1,16,37211544,Non conforme,Non,Oui
Etude,4119788,Caution,4,5,4,15,24517407,Conforme,Non,Oui
Etude,7478834,Caution,3,2,5,10,24342432,Non conforme,Oui,Non
Services,8376204,Retenu,6,4,2,20,17381851,Non conforme,Non,Oui
Services,9195875,Caution,3,6,3,16,48586279,Conforme,Oui,Non
Etude,7183933,Caution,3,6,0,17,31645111,Conforme,Non,Oui
Fournitures,8942426,Caution,4,8,1,18,39151980,Conforme,Oui,Non
Services,9053979,Caution,6,8,5,17,16595711,Conforme,Non,Oui
Travaux,8716413,Aucune,4,7,5,20,45457325,Conforme,Oui,Non
Etude,5383368,Caution,4,7,5,14,35447732,Non conforme,Oui,Non
Services,5378267,Aucune,4,5,2,20,38767818,Non conforme,Oui,Non
Travaux,4962282,Aucune,4,9,3,12,12901624,Conforme,Non,Oui
Travaux,5695160,Aucune,8,1,5,14,29276748,Non conforme,Non,Oui
Services,8729127,Retenu,3,4,1,15,35064224,Conforme,Oui,Non
Travaux,7184585,Retenu,4,1,1,17,23532777,Conforme,Oui,Non
Services,6679480,Aucune,4,3,1,17,33017821,Non conforme,Oui,Non
Travaux,8262298,Retenu,4,8,5,12,14793076,Non conforme,Non,Non
Travaux,7793422,Caution,3,3,2,18,29022835,Non conforme,Oui,Non
Services,4656337,Aucune,8,10,1,17,37086243,Conforme,Non,Oui
Services,6018644,Aucune,4,2,3,13,39118364,Non conforme,Oui,Non
Fournitures,7355730,Caution,3,10,3,20,47236595,Conforme,Non,Oui
Etude,8345229,Retenu,8,5,2,15,43110318,Non conforme,Oui,Non
Services,4745803,Caution,4,5,0,14,14167581,Conforme,Non,Oui
Services,4137868,Caution,3,4,1,14,27929380,Non conforme,Oui,Non
Travaux,9422952,Retenu,3,3,5,17,21930749,Non conforme,Non,Oui
Services,7404740,Aucune,4,7,0,19,13914941,Non conforme,Oui,Non
Fournitures,5441533,Retenu,4,6,5,13,12593869,Non conforme,Oui,Non
Services,5462379,Retenu,6,2,4,17,42709147,Conforme,Oui,Non
Travaux,5368097,Caution,3,8,4,14,12511010,Non conforme,Oui,Non
Services,8741933,Retenu,4,9,5,17,23252732,Conforme,Non,Oui
Travaux,9361819,Aucune,6,3,5,13,14423410,Non conforme,Non,Non
Services,7571364,Retenu,4,6,5,20,19754121,Conforme,Oui,Non
Travaux,5558387,Retenu,6,3,1,16,19734232,Non conforme,Oui,Non
Travaux,9320195,Retenu,3,5,4,16,42670690,Non conforme,Non,Oui
Travaux,9631381,Retenu,8,9,3,17,29357811,Non conforme,Oui,Non
Travaux,5321096,Retenu,6,1,2,13,45856643,Non conforme,Oui,Non
Fournitures,8152952,Caution,3,4,2,16,41436649,Non conforme,Non,Oui
Services,8360681,Aucune,4,1,1,18,44560091,Non conforme,Oui,Non
Travaux,7235594,Caution,3,8,1,19,18354848,Conforme,Non,Oui
Etude,5667821,Aucune,6,8,4,14,14045236,Conforme,Non,Oui
Etude,5603033,Caution,6,3,2,15,35702151,Conforme,Non,Oui
Fournitures,6245279,Aucune,3,6,4,15,26654025,Conforme,Oui,Non
Travaux,8398249,Aucune,6,6,5,12,29495143,Conforme,Oui,Non
Services,9870452,Retenu,6,7,1,13,45300484,Conforme,Oui,Non
Travaux,4377781,Retenu,3,6,3,10,23085430,Non conforme,Non,Non
Fournitures,6001857,Caution,8,1,3,18,31041823,Non conforme,Oui,Non
Etude,6950646,Caution,3,1,5,19,32245543,Conforme,Oui,Non
Services,9259793,Aucune,3,2,1,17,30088555,Conforme,Non,Non
Travaux,4957447,Aucune,4,3,2,20,15978708,Non conforme,Oui,Non
Fournitures,8739867,Retenu,3,6,3,17,40068874,Conforme,Oui,Non
Etude,9190213,Retenu,8,1,4,10,44004452,Conforme,Oui,Non
Travaux,8502363,Retenu,3,2,4,10,19654930,Conforme,Oui,Non
Etude,5384420,Caution,4,4,2,16,20021707,Conforme,Non,Oui
Etude,4976993,Retenu,8,5,4,10,49460092,Conforme,Non,Non
Services,5149505,Caution,8,7,2,18,16024541,Non conforme,Oui,Non
Services,7390881,Retenu,8,8,4,17,42721495,Non conforme,Oui,Non
Services,5711507,Retenu,8,6,4,16,35844640,Conforme,Oui,Non
Fournitures,8391229,Aucune,3,9,5,13,24997673,Non conforme,Non,Non
Services,5471586,Aucune,4,7,5,11,22307273,Non conforme,Oui,Non
Fournitures,4538162,Caution,6,5,0,19,39361703,Non conforme,Non,Oui
Fournitures,6112094,Retenu,6,4,4,15,25578590,Non conforme,Oui,Non
Etude,6425147,Aucune,8,10,0,14,34560788,Conforme,Non,Non
Etude,8071632,Retenu,6,6,2,17,31972206,Non conforme,Oui,Non
Fournitures,8578945,Retenu,8,5,2,20,39065551,Non conforme,Oui,Non
Travaux,8488596,Caution,4,8,1,14,23670481,Conforme,Non,Oui
Travaux,9174026,Caution,3,7,5,10,30004374,Conforme,Non,Oui
Fournitures,4927727,Aucune,3,7,3,10,22317045,Non conforme,Non,Non
Fournitures,4358090,Caution,6,2,5,17,46105889,Non conforme,Oui,Non
Services,4602887,Retenu,3,6,0,10,17513571,Conforme,Oui,Non
Travaux,7138848,Caution,6,7,5,10,34234558,Non conforme,Non,Non
Fournitures,8416537,Retenu,6,10,3,16,44164559,Non conforme,Non,Oui
Services,7974391,Retenu,6,4,0,13,19605157,Conforme,Non,Oui
Etude,4803392,Aucune,8,10,3,10,16493653,Conforme,Non,Non
Etude,4099616,Retenu,3,7,2,18,41054428,Non conforme,Non,Oui
Services,4858853,Retenu,6,5,2,20,17026957,Non conforme,Non,Oui
Etude,4190194,Caution,4,10,0,13,31709476,Non conforme,Non,Non
Travaux,9842939,Retenu,8,5,4,17,38407485,Conforme,Non,Non
Etude,7944737,Aucune,4,7,2,15,47525848,Conforme,Non,Non
Services,9593147,Aucune,8,3,0,14,39047664,Non conforme,Non,Non
Travaux,4167015,Caution,3,1,5,16,28998683,Non conforme,Non,Oui
Travaux,4224091,Retenu,6,7,1,20,14706193,Conforme,Oui,Non
Services,4441782,Caution,6,3,3,20,17935805,Non conforme,Non,Oui
Fournitures,5086529,Retenu,4,1,1,14,39393397,Conforme,Oui,Non
Fournitures,9190584,Aucune,4,2,5,14,46279860,Non conforme,Oui,Non
Etude,5929355,Caution,4,6,1,14,42622255,Conforme,Oui,Non
Fournitures,4766794,Retenu,4,9,0,18,11880837,Non conforme,Oui,Non
Etude,4942719,Aucune,6,3,5,18,19515753,Non conforme,Non,Oui
Fournitures,6781856,Retenu,8,10,4,19,21835791,Conforme,Oui,Non
Services,6034186,Retenu,3,3,5,13,24025558,Conforme,Non,Oui
Travaux,8311789,Aucune,3,10,4,16,15565524,Non conforme,Oui,Non
Fournitures,8476090,Retenu,3,8,5,15,35839643,Conforme,Non,Oui
Fournitures,5877035,Aucune,8,9,3,13,19959461,Conforme,Non,Oui
Fournitures,4266358,Aucune,3,1,2,16,49524405,Conforme,Non,Oui
Etude,6096428,Aucune,6,8,2,18,33993510,Non conforme,Oui,Non
Etude,5470266,Aucune,8,1,3,14,30771073,Conforme,Oui,Non
Services,8572768,Retenu,8,10,4,14,43078838,Non conforme,Non,Oui
Etude,5130641,Aucune,8,7,3,11,13077324,Conforme,Oui,Non
Travaux,6719737,Aucune,6,5,5,17,20368868,Non conforme,Non,Oui
Travaux,6646820,Caution,4,9,0,14,18952997,Conforme,Oui,Non
Travaux,7184135,Caution,3,4,2,20,11345069,Non conforme,Non,Oui
Travaux,6950334,Aucune,4,10,4,11,15619366,Non conforme,Oui,Non
Etude,5223492,Caution,4,7,5,10,33718414,Non conforme,Non,Non
Fournitures,5981196,Aucune,8,5,4,16,44209963,Non conforme,Non,Oui
Fournitures,9887949,Caution,3,2,0,20,45397316,Conforme,Non,Oui
Etude,4014333,Retenu,3,2,1,10,46531548,Conforme,Non,Oui
Services,8689750,Aucune,8,7,1,15,22879085,Conforme,Oui,Non
Travaux,5788845,Caution,4,3,1,18,49431251,Conforme,Oui,Non
Services,7437035,Aucune,8,6,3,10,46429136,Conforme,Oui,Non
Etude,9898949,Retenu,4,5,5,12,16556723,Conforme,Oui,Non
Services,7141720,Caution,6,6,1,12,21514637,Non conforme,Non,Non
Etude,5450002,Caution,4,1,0,17,28712704,Non conforme,Oui,Non
Etude,4539373,Retenu,8,9,3,19,19856409,Conforme,Oui,Non
Fournitures,5916889,Caution,3,3,0,14,28939697,Conforme,Oui,Non
Etude,4053640,Retenu,8,6,0,12,40025129,Conforme,Oui,Non
Fournitures,5718452,Aucune,3,4,5,12,48679439,Non conforme,Non,Non
Services,8378069,Caution,3,6,5,11,43324261,Conforme,Oui,Non
Travaux,5537509,Caution,4,2,2,17,12001687,Non conforme,Non,Oui
Travaux,7300279,Retenu,8,3,0,13,30310986,Non conforme,Non,Non
Etude,6131423,Caution,6,2,0,14,11504362,Conforme,Oui,Non
Services,7132726,Caution,4,1,3,16,20399525,Conforme,Oui,Non
Travaux,8327540,Retenu,3,3,4,10,18710442,Conforme,Oui,Non
Services,6207935,Retenu,4,1,3,18,21519903,Conforme,Oui,Non
Travaux,6690076,Caution,4,10,1,10,20732312,Non conforme,Oui,Non
Services,6381943,Caution,3,2,4,17,40204272,Non conforme,Non,Oui
Travaux,4636680,Retenu,4,6,0,13,10296248,Non conforme,Non,Non
Services,9250199,Caution,4,9,4,16,22833594,Conforme,Oui,Non
Etude,7700044,Aucune,3,8,5,19,18881612,Conforme,Oui,Non
Fournitures,9751421,Retenu,3,9,2,18,33003559,Non conforme,Non,Oui
Travaux,8459554,Caution,4,8,3,17,28729374,Non conforme,Oui,Non
Services,9332530,Retenu,4,7,4,14,35752250,Conforme,Non,Oui
Fournitures,5363583,Aucune,4,7,5,13,15237674,Non conforme,Non,Non
Services,8008714,Caution,6,3,4,18,22303182,Conforme,Oui,Non
Fournitures,8600997,Caution,8,3,3,19,31917108,Non conforme,Non,Oui
Fournitures,6407812,Caution,4,1,5,10,22057124,Non conforme,Oui,Non
Services,5221734,Retenu,8,2,0,18,16566030,Conforme,Oui,Non
Fournitures,6243977,Retenu,8,10,0,15,22554847,Non conforme,Oui,Non
Services,6959650,Caution,6,3,2,12,35193007,Conforme,Non,Oui
Travaux,4103433,Retenu,6,8,5,13,49304889,Conforme,Non,Oui
Services,4474997,Caution,3,4,5,18,20146092,Non conforme,Non,Oui
Etude,8502828,Retenu,4,1,2,10,21359951,Conforme,Oui,Non
Etude,6879064,Retenu,3,7,1,13,35175961,Non conforme,Non,Non
Services,8513681,Caution,8,2,1,19,45208047,Conforme,Non,Oui
Services,7546083,Retenu,6,3,3,19,32719709,Non conforme,Oui,Non
Travaux,8238738,Caution,8,4,5,14,16493286,Conforme,Non,Oui
Fournitures,9498473,Retenu,8,6,5,17,11647958,Conforme,Oui,Non
Etude,4432639,Aucune,4,7,3,20,16648712,Conforme,Oui,Non
Fournitures,6037365,Caution,4,6,5,20,14223408,Conforme,Oui,Non
Travaux,6182583,Caution,6,4,2,10,20382302,Non conforme,Non,Non
Etude,7479091,Caution,6,10,2,16,13112577,Non conforme,Non,Oui
Fournitures,8627993,Retenu,6,10,3,20,43879596,Non conforme,Non,Oui
Fournitures,8417322,Caution,8,3,0,17,40660468,Non conforme,Non,Oui
Etude,4685313,Aucune,8,8,5,10,28195978,Non conforme,Oui,Non
Etude,7998660,Caution,4,2,2,13,39124353,Non conforme,Oui,Non
Fournitures,7392905,Retenu,3,8,1,13,41970980,Non conforme,Oui,Non
Services,6478972,Aucune,8,10,4,16,14664801,Non conforme,Oui,Non
Etude,6245605,Retenu,6,2,2,14,49213865,Conforme,Oui,Non
Services,9970110,Aucune,4,1,3,10,19319245,Non conforme,Non,Non
Etude,8528682,Aucune,3,9,4,14,15753105,Conforme,Non,Non
Travaux,6814348,Caution,6,7,5,14,12865531,Non conforme,Oui,Non
Etude,8312527,Caution,6,4,5,10,49623977,Conforme,Non,Oui
Etude,7437840,Aucune,8,8,4,14,22733698,Non conforme,Oui,Non
Services,9345080,Aucune,3,6,1,16,46193349,Conforme,Non,Non
Travaux,7067405,Aucune,3,3,4,14,16501305,Conforme,Non,Oui
Fournitures,6360560,Aucune,6,4,4,17,48852054,Conforme,Non,Oui
Travaux,5371259,Aucune,3,3,3,17,10630698,Non conforme,Oui,Non
Etude,6241734,Caution,6,1,5,17,19305689,Conforme,Non,Oui
Travaux,7806388,Retenu,8,7,1,10,36325247,Non conforme,Non,Non
Services,9547848,Aucune,4,2,0,20,14741994,Conforme,Oui,Non
Etude,8107023,Aucune,3,6,1,20,10971358,Conforme,Non,Non
Travaux,9791983,Aucune,6,4,3,15,34010974,Conforme,Non,Non
Fournitures,6650058,Aucune,3,1,1,19,45609416,Conforme,Oui,Non
Fournitures,6063252,Aucune,6,3,1,20,44766673,Non conforme,Oui,Non
Services,7210676,Retenu,6,8,4,10,26061155,Conforme,Non,Oui
Etude,4791801,Retenu,8,10,2,15,42605709,Non conforme,Non,Non
Fournitures,5562277,Aucune,8,3,2,18,16427048,Non conforme,Oui,Non
Travaux,6911982,Aucune,3,5,3,17,15084374,Non conforme,Oui,Non
Fournitures,4369160,Retenu,8,8,5,20,11943141,Conforme,Oui,Non
Travaux,6473355,Aucune,8,5,0,20,34154918,Conforme,Oui,Non
Travaux,7528795,Aucune,4,4,1,16,44926463,Conforme,Non,Oui
Services,9574263,Retenu,3,6,4,15,34236357,Non conforme,Non,Oui
Etude,8080211,Caution,3,1,0,17,31140893,Conforme,Oui,Non
Travaux,6545345,Retenu,6,8,2,15,31096888,Conforme,Oui,Non
Travaux,7788279,Aucune,6,6,3,16,38636898,Conforme,Oui,Non
Fournitures,4250190,Aucune,4,1,0,15,33573516,Conforme,Non,Oui
Etude,9460731,Caution,8,6,4,16,33359731,Conforme,Oui,Non
Etude,4703607,Retenu,8,7,1,14,36187217,Conforme,Non,Non
Etude,8231083,Caution,3,1,1,11,34534547,Non conforme,Non,Non
Etude,7170965,Aucune,4,10,0,11,32122793,Conforme,Oui,Non
Services,9786732,Aucune,8,3,2,11,32326341,Non conforme,Oui,Non
Travaux,4838486,Retenu,4,9,0,12,19223359,Non conforme,Non,Non
Travaux,7181922,Retenu,3,3,4,17,11568146,Non conforme,Non,Oui
Travaux,8857478,Caution,6,9,5,14,15509719,Conforme,Oui,Non
Services,4953504,Caution,8,4,1,18,42282375,Non conforme,Non,Oui
Travaux,4417439,Retenu,6,8,1,11,25575252,Non conforme,Non,Non
Etude,4159134,Caution,4,7,1,11,36164622,Conforme,Oui,Non
Fournitures,9911569,Caution,4,3,2,14,20055186,Conforme,Oui,Non
Fournitures,9314933,Aucune,4,5,2,19,18452236,Conforme,Non,Non
Etude,4295205,Aucune,8,6,2,18,30332563,Conforme,Oui,Non
Services,9141469,Retenu,8,5,5,10,21511238,Non conforme,Oui,Non
Services,6214901,Retenu,4,3,5,19,31665441,Conforme,Non,Oui
Fournitures,7978727,Retenu,4,2,2,10,43848153,Non conforme,Non,Non
Fournitures,6393764,Caution,3,8,0,12,10254346,Non conforme,Oui,Non
Travaux,8367371,Aucune,3,7,4,14,14548465,Non conforme,Oui,Non
Services,5672055,Caution,8,1,4,18,42662095,Conforme,Oui,Non
Fournitures,9981300,Caution,8,8,1,20,41510542,Conforme,Oui,Non
Services,7356697,Aucune,4,4,0,18,21494804,Conforme,Oui,Non
Travaux,5159016,Retenu,3,4,3,13,46063681,Non conforme,Oui,Non
Fournitures,5114089,Aucune,3,2,3,18,11616773,Conforme,Oui,Non
Travaux,6345867,Retenu,3,4,4,13,45523707,Non conforme,Non,Non
Travaux,8755725,Retenu,8,6,0,13,24565193,Non conforme,Oui,Non
Etude,6281851,Retenu,6,9,2,14,20325088,Conforme,Oui,Non
Travaux,9735611,Retenu,3,7,4,18,33842738,Non conforme,Oui,Non
Etude,7806045,Aucune,4,1,5,19,25148021,Non conforme,Non,Non
Fournitures,4059469,Caution,8,2,1,13,44008403,Conforme,Oui,Non
Services,4911958,Aucune,4,4,5,15,48159790,Non conforme,Oui,Non
Etude,8123218,Retenu,4,5,3,13,37487895,Non conforme,Non,Non
Travaux,7248870,Retenu,6,1,0,14,25827582,Non conforme,Oui,Non
Etude,4520784,Aucune,4,4,2,15,33416741,Non conforme,Non,Oui
Travaux,4702550,Retenu,4,1,5,18,26587967,Non conforme,Non,Oui
Services,4284139,Aucune,6,7,0,15,36514999,Non conforme,Oui,Non
Services,7721824,Aucune,6,7,4,17,26995090,Conforme,Oui,Non
Etude,9299695,Retenu,8,1,3,14,11306681,Conforme,Non,Non
Etude,9028445,Aucune,8,10,5,13,37016977,Non conforme,Non,Non
Etude,8606725,Retenu,8,2,0,19,38316999,Non conforme,Oui,Non
Services,8379933,Caution,6,6,5,10,33300934,Conforme,Oui,Non
Services,8469838,Caution,6,7,2,11,31545792,Non conforme,Non,Non
Etude,4570171,Retenu,4,1,0,18,41262525,Conforme,Oui,Non
Services,8686433,Retenu,8,5,1,20,14884971,Non conforme,Oui,Non
Services,8069612,Caution,3,1,2,15,23242709,Non conforme,Non,Oui
Travaux,8744167,Retenu,4,1,0,18,31245433,Conforme,Non,Oui
Travaux,4803421,Caution,4,7,0,10,28643588,Conforme,Oui,Non
Services,4663741,Aucune,6,1,4,17,39238109,Non conforme,Oui,Non
Services,4465518,Retenu,8,7,1,15,32893549,Non conforme,Non,Oui
Fournitures,6126554,Aucune,4,6,3,15,38459044,Non conforme,Non,Oui
Travaux,6396713,Caution,8,10,4,18,30967815,Non conforme,Non,Oui
Etude,9691436,Retenu,8,5,1,11,19058247,Conforme,Oui,Non
Services,5952730,Retenu,8,8,0,11,23866818,Conforme,Oui,Non
Services,7635832,Retenu,3,8,2,18,35519599,Non conforme,Non,Oui
Etude,5751875,Caution,3,2,5,19,24386559,Non conforme,Oui,Non
Services,7550108,Caution,3,10,0,15,27858784,Conforme,Oui,Non
Etude,7524044,Caution,8,7,2,18,31080196,Conforme,Oui,Non
Fournitures,8317481,Retenu,6,2,4,19,24089986,Conforme,Non,Oui
Travaux,7855621,Retenu,8,1,5,10,17978806,Non conforme,Oui,Non
Fournitures,6764786,Retenu,8,7,1,13,47471604,Non conforme,Non,Non
Fournitures,8259530,Aucune,4,1,5,19,49359971,Conforme,Non,Non
Fournitures,8637528,Retenu,4,6,5,12,11750475,Conforme,Oui,Non
Etude,5774607,Aucune,3,10,5,13,35347950,Conforme,Oui,Non
Travaux,9527263,Retenu,3,9,4,17,35768574,Conforme,Oui,Non
Travaux,9389435,Aucune,8,9,5,13,39752768,Conforme,Oui,Non
Services,5080189,Retenu,3,6,5,11,13561574,Conforme,Oui,Non
Travaux,5169784,Retenu,8,5,3,14,26695126,Conforme,Oui,Non
Travaux,6017181,Caution,3,4,1,11,46747581,Conforme,Non,Oui
Travaux,7700352,Retenu,8,1,5,19,49030504,Conforme,Non,Oui
Travaux,4138601,Retenu,4,3,2,20,37965788,Non conforme,Oui,Non
Travaux,4069655,Retenu,3,9,5,10,11266639,Conforme,Non,Oui
Etude,9628349,Aucune,3,7,1,18,12573627,Non conforme,Non,Non
Services,9600981,Retenu,3,2,0,11,12451800,Non conforme,Oui,Non
Services,6417023,Caution,6,4,5,11,21209876,Non conforme,Non,Non
Services,8357879,Retenu,3,9,5,11,45237275,Non conforme,Oui,Non
Services,6849992,Aucune,3,5,0,14,27067861,Non conforme,Non,Oui
Fournitures,8048897,Retenu,8,2,5,11,34972293,Non conforme,Non,Non
Etude,6092910,Aucune,8,5,1,10,16358014,Non conforme,Non,Non
Etude,4464050,Caution,3,7,1,12,37019696,Non conforme,Non,Non
Fournitures,4285334,Retenu,4,5,0,20,27164142,Non conforme,Oui,Non
Services,9022543,Aucune,6,7,3,16,34484573,Non conforme,Non,Non
Services,8948820,Retenu,8,8,3,11,30820812,Conforme,Oui,Non
Travaux,5019198,Caution,4,2,1,10,47925772,Conforme,Non,Oui
Etude,5169011,Caution,6,4,4,14,40565881,Conforme,Non,Oui
Travaux,5961308,Retenu,4,1,4,15,35049998,Non conforme,Oui,Non
Services,5323155,Caution,3,1,1,15,49198539,Conforme,Oui,Non
Etude,9252141,Aucune,6,4,3,16,14067765,Conforme,Oui,Non
Fournitures,6205962,Retenu,3,3,5,17,24696749,Conforme,Oui,Non
Etude,8089460,Aucune,4,3,3,18,12488774,Non conforme,Non,Non
Etude,7656016,Caution,8,9,0,14,29613475,Conforme,Non,Non
Services,9440478,Caution,6,7,2,15,21351434,Non conforme,Non,Oui
Travaux,7840792,Aucune,4,4,0,16,15290899,Non conforme,Non,Oui
Etude,7615301,Aucune,8,9,0,17,45108305,Conforme,Non,Non
Services,8050507,Aucune,3,8,1,14,12619161,Conforme,Oui,Non
Travaux,8233032,Retenu,8,8,1,13,28629382,Non conforme,Non,Non
Travaux,7212566,Retenu,3,1,3,14,45724264,Non conforme,Non,Oui
Etude,6750915,Aucune,3,8,4,12,45412295,Conforme,Non,Non
Etude,6075004,Retenu,8,10,3,16,18724651,Conforme,Non,Non
Etude,8734519,Caution,8,8,4,15,28660419,Non conforme,Non,Non
Fournitures,4564411,Caution,8,6,5,16,12106903,Non conforme,Non,Oui
Etude,6551165,Aucune,4,10,1,11,30863338,Conforme,Non,Non
Travaux,6613553,Caution,8,7,0,16,26630913,Conforme,Non,Oui
Travaux,6414719,Retenu,8,7,3,14,32963811,Non conforme,Non,Oui
Etude,9602522,Aucune,4,6,1,13,31885935,Conforme,Oui,Non
Etude,9320358,Caution,8,6,1,11,22986024,Conforme,Non,Non
