Typologie du marché,Montant du contrat,Garantie,Délai de réalisation,Expérience fournisseur,Nombre de projets similaires,Notation interne,Chiffre d'affaire,Situation fiscale,Fournisseur blacklisté,Visa (Oui/Non)
Fournitures,6645847,Retenu,3,6,2,15,14780474,Non conforme,Oui,Non
Travaux,5805593,Aucune,4,8,4,18,48611792,Conforme,Oui,Non
Fournitures,8228769,Caution,6,5,0,18,38563808,Conforme,Oui,Non
Fournitures,5905535,Retenu,6,1,2,16,44973734,Non conforme,Oui,Non
Services,4970819,Caution,6,2,1,16,38878562,Conforme,Non,Oui
Services,9894210,Caution,4,5,4,15,10556015,Non conforme,Non,Oui
Fournitures,7331548,Caution,8,4,4,13,41135638,Non conforme,Oui,Non
Travaux,8180662,Caution,3,5,3,20,22821880,Non conforme,Oui,Non
Services,4448942,Retenu,8,10,5,12,27753841,Non conforme,Non,Non
Travaux,5037056,Aucune,4,9,3,11,17595587,Non conforme,Non,Non
Fournitures,6364349,Caution,3,2,2,17,15903111,Non conforme,Non,Oui
Fournitures,6245455,Retenu,4,5,0,19,17853552,Non conforme,Non,Oui
Fournitures,7383200,Aucune,6,4,1,12,15728891,Conforme,Oui,Non
Services,9562607,Caution,6,10,2,11,21006105,Non conforme,Non,Non
Services,9385575,Aucune,4,9,1,18,26363504,Non conforme,Oui,Non
Fournitures,8981673,Caution,3,7,3,11,20298523,Conforme,Oui,Non
Services,8631574,Retenu,6,5,0,17,20063543,Non conforme,Non,Oui
Travaux,5006526,Retenu,3,6,5,19,47522855,Non conforme,Oui,Non
Travaux,8209219,Retenu,8,4,4,18,31667186,Conforme,Oui,Non
Travaux,4815563,Caution,6,7,5,16,41654188,Conforme,Non,Oui
Services,5074012,Caution,3,4,3,12,14156574,Conforme,Oui,Non
Travaux,4573759,Caution,4,3,1,10,47676524,Non conforme,Non,Non
Fournitures,6820775,Retenu,8,2,1,16,24462131,Non conforme,Non,Oui
Travaux,4237869,Aucune,6,6,3,20,32486354,Conforme,Oui,Non
Services,5784959,Retenu,8,1,0,16,22222430,Conforme,Non,Oui
Services,6071198,Aucune,3,8,3,13,34719208,Non conforme,Non,Non
Services,8592451,Retenu,6,2,5,12,41564108,Non conforme,Oui,Non
Travaux,9712679,Retenu,8,1,5,14,48250222,Conforme,Non,Non
Travaux,4094098,Retenu,6,9,5,14,36580602,Conforme,Oui,Non
Travaux,7766251,Caution,8,6,2,16,26393103,Conforme,Oui,Non
Travaux,4742977,Retenu,8,3,5,18,36641569,Non conforme,Oui,Non
Fournitures,7157159,Aucune,6,4,4,11,35011668,Non conforme,Non,Non
Fournitures,8833447,Aucune,3,1,1,11,32836543,Non conforme,Non,Non
Travaux,8911948,Retenu,8,2,4,13,18135875,Non conforme,Non,Non
Travaux,4878847,Aucune,4,4,3,13,40485396,Non conforme,Non,Non
Fournitures,8534748,Aucune,6,9,5,11,31173104,Non conforme,Non,Non
Fournitures,9111046,Retenu,3,7,4,10,19128169,Conforme,Non,Oui
Travaux,6736790,Retenu,4,7,1,10,32287592,Non conforme,Non,Non
Fournitures,4581814,Caution,3,5,1,19,14137805,Non conforme,Oui,Non
Services,5694973,Caution,4,3,0,15,19157801,Non conforme,Non,Oui
Fournitures,7415885,Retenu,4,1,0,14,38882973,Conforme,Oui,Non
Services,5112389,Aucune,8,10,2,17,12781469,Conforme,Non,Oui
Services,8546215,Caution,4,8,1,15,25429361,Conforme,Non,Oui
Travaux,5408298,Retenu,3,7,4,14,31470031,Conforme,Oui,Non
Fournitures,6971617,Caution,8,5,5,12,20974358,Conforme,Oui,Non
Services,4685786,Retenu,6,3,3,17,15906153,Non conforme,Oui,Non
Fournitures,4466385,Caution,8,8,1,10,44617077,Conforme,Oui,Non
Travaux,9346997,Caution,3,2,4,11,42157638,Non conforme,Non,Non
Services,9518485,Caution,3,9,2,11,27431369,Non conforme,Oui,Non
Services,8857915,Caution,6,7,5,14,12345580,Conforme,Oui,Non
Fournitures,7252033,Aucune,6,2,2,19,10305194,Conforme,Oui,Non
Fournitures,8959674,Aucune,4,6,4,10,43616712,Conforme,Oui,Non
Services,6369120,Aucune,3,3,5,16,17202718,Non conforme,Oui,Non
Services,5797638,Retenu,6,8,2,17,22708148,Conforme,Non,Oui
Fournitures,9849995,Retenu,8,4,5,18,37974329,Non conforme,Oui,Non
Fournitures,9892024,Aucune,6,4,3,15,47766043,Conforme,Non,Non
Services,6293916,Retenu,8,10,3,12,14516791,Non conforme,Non,Non
Services,4842820,Retenu,8,1,1,20,49937238,Conforme,Non,Oui
Services,5883560,Caution,3,10,5,12,20408369,Conforme,Oui,Non
Fournitures,5387173,Aucune,6,8,3,19,32922387,Non conforme,Oui,Non
Services,5907236,Aucune,6,8,4,18,19343857,Non conforme,Non,Oui
Fournitures,5501619,Caution,4,9,3,16,40078005,Conforme,Non,Oui
Travaux,7085853,Retenu,6,1,0,17,35658987,Conforme,Non,Oui
Fournitures,9366091,Aucune,8,7,0,12,46882279,Conforme,Oui,Non
Fournitures,5231176,Caution,6,9,0,11,15671811,Non conforme,Oui,Non
Services,5320634,Aucune,4,8,0,10,19637447,Non conforme,Non,Non
Travaux,6884158,Aucune,6,1,0,10,37029320,Non conforme,Non,Non
Services,4618284,Retenu,3,4,0,11,31318343,Non conforme,Non,Non
Services,9100378,Caution,3,5,2,18,29344631,Conforme,Oui,Non
Travaux,6169713,Retenu,4,8,3,15,43916696,Conforme,Non,Oui
Fournitures,8925067,Retenu,3,9,3,16,37153902,Non conforme,Oui,Non
Services,4884132,Retenu,8,9,4,19,37163827,Conforme,Non,Oui
Services,6555440,Aucune,8,3,4,16,42672217,Non conforme,Oui,Non
Travaux,7113988,Retenu,3,6,4,18,33454002,Non conforme,Oui,Non
Travaux,7029844,Caution,6,10,4,17,46318738,Non conforme,Oui,Non
Travaux,5857884,Caution,4,4,3,20,34178135,Conforme,Non,Oui
Travaux,4719287,Retenu,4,1,1,17,25427607,Conforme,Non,Oui
Services,8769841,Retenu,8,4,3,16,36422139,Conforme,Non,Oui
Fournitures,8903956,Aucune,6,5,5,18,29085108,Conforme,Oui,Non
Fournitures,4146091,Retenu,3,2,0,19,46513793,Conforme,Non,Oui
Fournitures,9170354,Caution,4,1,4,18,30914968,Non conforme,Oui,Non
Services,9464706,Aucune,6,6,5,13,36471996,Conforme,Non,Non
Fournitures,4962475,Aucune,6,10,4,19,49716475,Non conforme,Non,Oui
Services,4745885,Retenu,6,7,4,18,32039755,Non conforme,Non,Oui
Fournitures,7271404,Caution,6,1,4,19,14909016,Non conforme,Non,Oui
Fournitures,7025794,Retenu,8,2,5,19,32566469,Conforme,Non,Oui
Services,8791888,Retenu,4,3,2,18,42589788,Non conforme,Non,Oui
Services,9748188,Aucune,3,3,4,11,26968137,Conforme,Oui,Non
Travaux,7575191,Retenu,8,7,3,11,13968095,Non conforme,Oui,Non
Fournitures,7307286,Aucune,4,6,0,19,22237919,Non conforme,Oui,Non
Travaux,5658167,Caution,4,4,0,18,43320076,Non conforme,Non,Oui
Services,4248807,Retenu,4,8,0,12,23453436,Non conforme,Non,Non
Fournitures,4723724,Caution,6,10,4,16,23149344,Conforme,Oui,Non
Services,4798236,Aucune,4,4,5,17,18468640,Non conforme,Oui,Non
Fournitures,6679363,Caution,8,1,2,17,49415857,Non conforme,Oui,Non
Fournitures,8571613,Caution,6,7,4,10,28825964,Non conforme,Oui,Non
Fournitures,9502855,Retenu,6,8,3,18,47149603,Conforme,Oui,Non
Services,5271569,Caution,4,8,5,12,46805315,Non conforme,Non,Non
Travaux,6178362,Caution,8,5,0,12,23264320,Non conforme,Oui,Non
Travaux,4227837,Retenu,8,8,4,12,40389746,Conforme,Non,Oui
Fournitures,9837555,Retenu,3,3,4,19,38342368,Non conforme,Non,Oui
Services,4296849,Aucune,3,9,3,12,37143979,Non conforme,Oui,Non
Fournitures,5864289,Caution,8,10,1,14,34226525,Non conforme,Oui,Non
Fournitures,9130291,Aucune,6,2,0,12,25461862,Non conforme,Oui,Non
Services,7344780,Aucune,3,1,3,11,49019101,Conforme,Oui,Non
Fournitures,8016946,Retenu,3,7,3,19,42942337,Conforme,Non,Oui
Travaux,7466534,Retenu,8,8,4,18,11274313,Non conforme,Oui,Non
Fournitures,7804690,Caution,8,3,1,16,47732791,Non conforme,Oui,Non
Services,5305697,Caution,8,3,3,15,11698128,Conforme,Oui,Non
Travaux,5643667,Aucune,8,1,5,20,18445947,Conforme,Oui,Non
Services,8546548,Retenu,6,2,4,15,47107047,Non conforme,Oui,Non
Travaux,8022412,Retenu,3,5,4,15,46274965,Conforme,Oui,Non
Services,8575358,Caution,8,1,2,13,29526593,Non conforme,Non,Non
Travaux,9465642,Retenu,4,8,0,19,13446989,Conforme,Oui,Non
Fournitures,9946452,Aucune,8,5,5,12,24271665,Conforme,Oui,Non
Travaux,4662837,Retenu,8,7,0,13,28238793,Conforme,Oui,Non
Services,5128389,Retenu,4,7,5,19,32289898,Conforme,Non,Oui
Services,6678685,Caution,4,3,4,20,14637849,Non conforme,Non,Oui
Services,5350165,Aucune,6,2,0,16,10512590,Non conforme,Non,Oui
Travaux,5338852,Aucune,4,1,3,15,45432215,Non conforme,Non,Oui
Travaux,7288835,Retenu,8,4,0,11,44049690,Non conforme,Non,Non
Services,5640782,Retenu,8,7,5,10,20087970,Conforme,Non,Oui
Services,8233737,Caution,6,7,2,20,44403682,Non conforme,Oui,Non
Fournitures,5358093,Aucune,6,2,0,11,21354147,Non conforme,Non,Non
Fournitures,7283018,Caution,6,1,2,10,33074485,Non conforme,Non,Non
Travaux,7252477,Retenu,8,6,4,16,43634541,Non conforme,Non,Oui
Fournitures,8690179,Aucune,6,8,5,17,22898677,Conforme,Oui,Non
Travaux,7031318,Retenu,3,10,4,13,13219877,Conforme,Oui,Non
Travaux,5670709,Aucune,4,4,1,10,18247465,Non conforme,Non,Non
Services,7142625,Retenu,3,10,4,13,48209087,Conforme,Oui,Non
Fournitures,6733709,Retenu,3,2,4,14,14866914,Non conforme,Non,Oui
Services,9728703,Retenu,3,10,2,14,17473536,Conforme,Non,Oui
Fournitures,8937001,Retenu,3,6,1,14,15059207,Non conforme,Non,Oui
Services,9349693,Retenu,8,8,5,10,34802545,Conforme,Oui,Non
Services,7179940,Caution,4,2,5,17,16609841,Non conforme,Oui,Non
Services,4016792,Retenu,8,2,3,11,39700086,Non conforme,Non,Non
Services,6960948,Aucune,4,5,2,13,42285815,Conforme,Non,Oui
Fournitures,5987195,Caution,6,9,3,15,18205863,Conforme,Oui,Non
Fournitures,4803301,Aucune,4,4,2,17,26913710,Conforme,Oui,Non
Services,4327498,Caution,8,5,4,19,36969434,Conforme,Oui,Non
Fournitures,5544039,Caution,3,10,4,20,16492849,Conforme,Oui,Non
Services,6954982,Aucune,8,6,0,20,30237404,Conforme,Non,Oui
Travaux,8261149,Aucune,8,1,5,19,45505115,Non conforme,Oui,Non
Travaux,5257849,Aucune,8,1,5,11,15916661,Non conforme,Non,Non
Travaux,9095108,Retenu,4,6,4,13,32722020,Non conforme,Oui,Non
Travaux,6185263,Caution,6,5,4,18,47656540,Conforme,Non,Oui
Fournitures,9168584,Retenu,4,1,2,14,40854344,Conforme,Non,Oui
Services,7898463,Aucune,4,5,4,15,15413907,Conforme,Oui,Non
Services,8040215,Aucune,6,8,1,13,12418432,Non conforme,Non,Non
Travaux,5430713,Aucune,8,1,5,14,22988310,Conforme,Non,Oui
Fournitures,9846166,Retenu,6,4,1,13,16394549,Conforme,Oui,Non
Fournitures,4485609,Retenu,8,2,3,16,38454473,Non conforme,Non,Oui
Services,4290053,Retenu,6,5,3,12,41001462,Conforme,Oui,Non
Travaux,4894596,Caution,4,8,4,15,30221319,Conforme,Non,Oui
Services,5244965,Caution,8,7,3,13,46324191,Non conforme,Non,Non
Travaux,4055954,Caution,8,7,2,11,49902655,Conforme,Oui,Non
Services,4001934,Aucune,6,6,4,16,29689532,Conforme,Oui,Non
Fournitures,6582014,Retenu,4,4,2,16,25103878,Non conforme,Non,Oui
Services,7091309,Caution,3,6,0,17,38725584,Conforme,Non,Oui
Travaux,5317939,Aucune,6,4,4,12,47064477,Conforme,Oui,Non
Fournitures,7558566,Aucune,3,2,2,19,27798803,Non conforme,Non,Oui
Services,4694197,Caution,6,8,5,15,19948231,Conforme,Oui,Non
Fournitures,4222894,Aucune,3,5,3,15,24017749,Conforme,Non,Oui
Services,7930011,Caution,8,8,0,14,36149206,Non conforme,Oui,Non
Travaux,6369212,Retenu,4,10,2,19,10565933,Non conforme,Oui,Non
Fournitures,9227505,Retenu,6,1,3,20,18079044,Non conforme,Oui,Non
Services,9960385,Aucune,8,5,2,15,14173971,Conforme,Non,Non
Fournitures,9494579,Retenu,6,2,5,17,20164640,Non conforme,Oui,Non
Fournitures,5581512,Caution,8,9,5,10,44301930,Non conforme,Non,Non
Services,7228381,Retenu,6,6,5,12,35506409,Non conforme,Non,Non
Travaux,6299860,Aucune,4,9,3,12,18454344,Conforme,Non,Oui
Fournitures,5778133,Retenu,3,7,0,14,35473725,Non conforme,Oui,Non
Travaux,5925861,Caution,8,8,4,14,29301608,Non conforme,Oui,Non
Travaux,9401834,Caution,8,9,3,14,21983165,Non conforme,Oui,Non
Fournitures,9031821,Caution,6,9,4,15,42217553,Conforme,Oui,Non
Travaux,5090625,Retenu,6,8,2,10,24733630,Non conforme,Oui,Non
Services,8914862,Aucune,3,5,3,13,39924640,Non conforme,Non,Non
Travaux,8912712,Aucune,8,7,2,16,46113689,Conforme,Oui,Non
Services,8894962,Caution,4,10,2,16,18081695,Non conforme,Non,Oui
Travaux,6020640,Caution,3,9,2,14,29712199,Conforme,Oui,Non
Fournitures,4973383,Retenu,4,9,2,10,21045499,Conforme,Oui,Non
Services,9922344,Caution,8,6,2,19,44647513,Non conforme,Oui,Non
Travaux,8732657,Retenu,6,7,2,11,18897530,Conforme,Non,Oui
Fournitures,5254367,Aucune,8,2,4,16,38211633,Non conforme,Non,Oui
Fournitures,6302858,Retenu,8,6,1,20,20715819,Non conforme,Non,Oui
Travaux,8254794,Caution,6,6,3,14,13727140,Conforme,Oui,Non
Travaux,6274773,Retenu,3,2,5,17,30431408,Non conforme,Oui,Non
Services,7939877,Caution,3,4,3,20,19197794,Non conforme,Non,Oui
Services,9445337,Aucune,4,6,4,17,21829349,Non conforme,Oui,Non
Fournitures,7639775,Caution,6,1,1,12,27125039,Conforme,Non,Oui
Services,4561057,Retenu,6,6,1,16,26923960,Non conforme,Non,Oui
Services,9493098,Aucune,6,2,5,14,49588150,Conforme,Non,Non
Fournitures,8360895,Retenu,3,6,5,20,23964654,Conforme,Oui,Non
Fournitures,4213842,Aucune,4,9,4,20,19402453,Conforme,Non,Oui
Services,6327086,Retenu,8,7,4,18,36274185,Conforme,Non,Oui
Travaux,5904688,Aucune,6,2,2,17,25001485,Non conforme,Non,Oui
Travaux,6925918,Retenu,6,9,1,18,27971546,Conforme,Non,Oui
Fournitures,6141639,Caution,3,4,5,12,31430072,Conforme,Oui,Non
Fournitures,9532854,Aucune,6,1,3,19,39973727,Non conforme,Oui,Non
Services,5099053,Retenu,3,2,3,14,25437327,Conforme,Non,Oui
Travaux,8756435,Retenu,6,4,1,16,43309971,Conforme,Oui,Non
Fournitures,4175445,Retenu,3,2,2,16,18386120,Conforme,Non,Oui
Services,4947918,Aucune,3,2,0,17,45104842,Conforme,Non,Oui
Travaux,5630978,Caution,3,1,5,13,34190947,Conforme,Oui,Non
Services,4664360,Caution,6,8,5,13,21212943,Conforme,Non,Oui
Travaux,8466881,Retenu,3,7,5,16,31337488,Conforme,Oui,Non
Fournitures,4016828,Caution,8,4,1,11,47363488,Conforme,Oui,Non
Fournitures,6955520,Caution,3,7,4,14,15582524,Conforme,Non,Oui
Travaux,8421214,Caution,6,8,0,12,24209605,Conforme,Non,Oui
Services,5464055,Caution,4,6,5,11,35300647,Conforme,Oui,Non
Services,4529484,Aucune,3,4,3,16,33046147,Non conforme,Oui,Non
Fournitures,4512116,Aucune,4,6,4,16,12765819,Conforme,Oui,Non
Services,5432177,Aucune,4,10,2,12,20228030,Conforme,Non,Oui
Fournitures,6943450,Caution,8,8,2,16,10647537,Non conforme,Oui,Non
Travaux,7754751,Retenu,4,6,4,15,44660795,Conforme,Non,Oui
Travaux,4966112,Retenu,3,4,4,16,43151523,Non conforme,Oui,Non
Services,6179831,Aucune,4,2,0,19,30262239,Conforme,Non,Oui
Travaux,9412673,Aucune,3,3,1,17,33383125,Conforme,Oui,Non
Travaux,8093352,Aucune,6,7,1,19,43196323,Non conforme,Oui,Non
Travaux,4769322,Retenu,4,10,5,14,31074765,Conforme,Oui,Non
Fournitures,8803217,Caution,3,3,2,19,39785377,Conforme,Oui,Non
Travaux,4463985,Aucune,6,5,5,15,36980051,Non conforme,Non,Oui
Travaux,6986994,Aucune,6,3,4,12,20574599,Conforme,Oui,Non
Travaux,5901379,Aucune,3,7,4,20,45400822,Non conforme,Oui,Non
Travaux,4375142,Caution,8,5,5,20,34519730,Conforme,Non,Oui
Services,8745054,Aucune,4,6,3,20,22520429,Non conforme,Non,Oui
Fournitures,7684679,Retenu,6,6,2,13,14110433,Conforme,Oui,Non
Travaux,5846400,Caution,6,4,1,17,13872071,Non conforme,Oui,Non
Fournitures,7807157,Caution,4,10,2,15,31952690,Conforme,Oui,Non
Travaux,5270351,Caution,8,10,5,16,48364633,Conforme,Oui,Non
Fournitures,7099709,Retenu,6,8,5,18,11845940,Non conforme,Oui,Non
Services,9219076,Retenu,8,10,2,20,26040015,Non conforme,Non,Oui
Fournitures,5108975,Caution,4,7,5,18,18450424,Conforme,Oui,Non
Services,7403806,Caution,6,7,3,14,49839284,Non conforme,Non,Oui
Fournitures,4999939,Retenu,3,5,5,18,40537317,Conforme,Oui,Non
Fournitures,6469381,Caution,3,7,3,14,35979053,Non conforme,Non,Oui
Travaux,4702138,Aucune,3,9,3,11,37809749,Non conforme,Non,Non
Services,6913862,Caution,4,3,5,15,11917501,Conforme,Non,Oui
Services,7303157,Retenu,3,1,4,13,22523492,Conforme,Non,Oui
Fournitures,9351814,Aucune,6,9,0,11,47715068,Conforme,Non,Non
Fournitures,4147901,Retenu,4,6,1,13,20634536,Conforme,Non,Oui
Services,5087091,Caution,4,2,3,11,41128216,Conforme,Non,Oui
Travaux,6785457,Caution,6,7,3,10,36390703,Conforme,Oui,Non
Fournitures,5629493,Aucune,6,4,2,19,10124397,Non conforme,Non,Oui
Travaux,9487820,Aucune,3,7,0,13,36454544,Conforme,Non,Oui
Services,8376166,Aucune,3,1,5,17,28933395,Non conforme,Oui,Non
Fournitures,6970457,Caution,3,6,2,12,49757304,Conforme,Non,Oui
Fournitures,8249607,Retenu,3,3,4,15,38396362,Conforme,Non,Oui
Fournitures,7104270,Caution,4,7,0,16,27569208,Non conforme,Oui,Non
Fournitures,6102049,Aucune,4,2,3,14,46925469,Non conforme,Non,Oui
Fournitures,8175484,Aucune,3,9,3,10,19672194,Non conforme,Non,Non
Services,7816767,Aucune,6,4,1,17,42856625,Non conforme,Non,Oui
Services,6600458,Caution,8,7,2,20,10470879,Non conforme,Non,Oui
Travaux,9007249,Aucune,8,6,4,11,29195914,Conforme,Non,Oui
Travaux,7063823,Caution,6,8,3,13,39694509,Non conforme,Oui,Non
Services,7743298,Caution,3,1,4,20,38699201,Conforme,Non,Oui
Fournitures,6028377,Aucune,4,3,0,12,26689726,Non conforme,Non,Non
Travaux,6117020,Retenu,3,1,2,19,32818194,Non conforme,Oui,Non
Travaux,5022113,Retenu,8,6,3,17,17189014,Non conforme,Non,Oui
Fournitures,7394854,Caution,8,6,2,18,14043307,Non conforme,Oui,Non
Travaux,6455993,Caution,6,5,4,11,46343993,Conforme,Non,Oui
Services,9359120,Caution,6,2,3,15,35739330,Conforme,Non,Oui
Services,5624484,Retenu,4,9,1,16,32216861,Non conforme,Oui,Non
Services,8848079,Aucune,8,1,0,12,20066199,Conforme,Oui,Non
Fournitures,7684776,Caution,8,9,0,19,24024785,Conforme,Non,Oui
Fournitures,8939783,Retenu,8,9,0,10,46470428,Non conforme,Non,Non
Services,5665577,Aucune,3,4,0,17,15467716,Non conforme,Non,Oui
Travaux,4308147,Aucune,4,1,4,15,40701604,Non conforme,Oui,Non
Travaux,9902501,Aucune,8,10,3,16,29200580,Conforme,Oui,Non
Services,9315816,Retenu,8,5,0,17,43424586,Conforme,Oui,Non
Fournitures,6927918,Caution,8,1,1,17,19994959,Non conforme,Oui,Non
Fournitures,9331870,Aucune,4,8,1,16,27722549,Non conforme,Oui,Non
Travaux,4738980,Aucune,4,2,2,11,37860290,Non conforme,Oui,Non
Fournitures,5093618,Caution,6,3,5,12,46441322,Conforme,Non,Oui
Fournitures,6174313,Caution,6,5,5,16,17651229,Non conforme,Non,Oui
Travaux,6820891,Caution,4,8,5,14,24296504,Conforme,Oui,Non
Travaux,6217182,Retenu,6,7,3,13,27174230,Non conforme,Non,Non
Fournitures,8109268,Retenu,8,8,0,15,40098408,Conforme,Non,Oui
Services,8756614,Retenu,4,6,1,14,25753973,Conforme,Oui,Non
Travaux,9899433,Aucune,4,9,0,14,34309918,Conforme,Oui,Non
Fournitures,7348702,Aucune,3,8,3,20,27282648,Conforme,Non,Oui
Fournitures,4180181,Aucune,3,6,0,15,34480085,Conforme,Oui,Non
Fournitures,5202455,Aucune,4,7,5,14,22141496,Conforme,Non,Oui
Travaux,5077275,Caution,6,5,0,15,14240348,Non conforme,Non,Oui
Travaux,6365451,Aucune,6,8,0,12,43538060,Non conforme,Non,Non
Travaux,6640641,Aucune,8,1,4,15,17112348,Conforme,Oui,Non
Fournitures,9455359,Caution,3,9,1,10,16754783,Non conforme,Non,Non
Services,8823493,Retenu,6,2,0,19,20236036,Conforme,Oui,Non
Travaux,5134164,Aucune,6,10,3,11,38962689,Conforme,Non,Oui
Services,6329189,Retenu,6,10,2,12,37458116,Non conforme,Non,Non
Fournitures,4511398,Aucune,6,5,3,18,47738098,Non conforme,Non,Oui
Travaux,8158397,Aucune,6,9,5,19,29041310,Non conforme,Non,Oui
Fournitures,6104772,Aucune,8,9,1,15,15522593,Non conforme,Non,Oui
Fournitures,6375998,Caution,3,7,2,11,20867174,Non conforme,Non,Non
Fournitures,4816464,Caution,3,9,5,12,49432972,Non conforme,Non,Non
Travaux,4927096,Retenu,8,10,0,15,43139321,Non conforme,Oui,Non
Travaux,7020748,Retenu,6,3,4,10,18861410,Conforme,Non,Oui
Services,8623161,Aucune,8,1,5,14,16746233,Non conforme,Non,Oui
Travaux,5894753,Caution,8,10,4,20,34091927,Conforme,Oui,Non
Travaux,6323187,Retenu,4,7,1,14,42946943,Non conforme,Oui,Non
Travaux,7887003,Retenu,6,9,3,14,40238544,Non conforme,Oui,Non
Travaux,5513573,Aucune,3,8,4,13,10009667,Conforme,Non,Oui
Travaux,9932615,Caution,8,6,4,17,46204655,Conforme,Oui,Non
Services,4934894,Aucune,8,3,4,15,24180172,Conforme,Oui,Non
Fournitures,8499794,Caution,3,10,1,19,19084760,Conforme,Non,Oui
Travaux,8542007,Caution,3,8,5,14,22425681,Non conforme,Non,Oui
Fournitures,4439730,Retenu,8,9,0,20,15356654,Non conforme,Oui,Non
Fournitures,9559159,Aucune,3,9,3,20,34591743,Conforme,Non,Non
Travaux,8901706,Caution,3,6,3,13,47029738,Non conforme,Oui,Non
Services,4169182,Caution,8,2,5,16,25933739,Conforme,Oui,Non
Fournitures,8883250,Aucune,3,4,5,19,12501790,Non conforme,Non,Non
Services,9479732,Retenu,3,9,3,14,11193360,Non conforme,Oui,Non
Services,4840417,Caution,8,5,2,19,23060078,Conforme,Oui,Non
Services,5717807,Retenu,6,1,1,15,38669672,Conforme,Oui,Non
Services,6823422,Retenu,3,7,5,12,45705849,Non conforme,Non,Non
Services,4669502,Retenu,8,8,3,18,12827373,Conforme,Oui,Non
Fournitures,9625146,Retenu,8,9,4,15,34912033,Conforme,Oui,Non
Fournitures,4972265,Aucune,6,9,0,10,38818427,Conforme,Oui,Non
Services,9190122,Caution,8,10,0,16,24513752,Non conforme,Oui,Non
Services,8561599,Retenu,4,5,5,15,27992587,Conforme,Oui,Non
Services,6303365,Caution,8,4,3,20,15945377,Conforme,Non,Oui
Services,8953727,Retenu,6,4,4,10,16355986,Conforme,Oui,Non
Travaux,5616223,Aucune,4,3,2,11,16485891,Conforme,Oui,Non
Fournitures,7953171,Caution,8,1,0,15,37999204,Non conforme,Non,Oui
Services,9029466,Retenu,6,4,2,17,45958843,Non conforme,Non,Oui
Services,7562746,Aucune,8,5,4,15,22760817,Conforme,Oui,Non
Services,5385070,Caution,8,1,3,18,20420790,Non conforme,Non,Oui
Fournitures,5792090,Retenu,8,4,1,15,27400429,Non conforme,Oui,Non
Services,5173530,Aucune,8,3,5,20,35278407,Conforme,Oui,Non
Travaux,7905469,Caution,6,2,2,20,12872684,Conforme,Non,Oui
Fournitures,5780022,Caution,3,2,1,10,47587716,Conforme,Oui,Non
Travaux,4277268,Retenu,8,5,4,17,23115016,Conforme,Oui,Non
Services,5710185,Caution,6,2,1,18,33831188,Non conforme,Oui,Non
Fournitures,6189925,Caution,4,5,4,19,19790120,Non conforme,Oui,Non
Services,6480798,Retenu,3,9,5,14,17941952,Non conforme,Non,Oui
Fournitures,9599155,Aucune,8,4,5,13,33003806,Non conforme,Oui,Non
Fournitures,9244066,Retenu,6,5,2,20,49924626,Non conforme,Non,Oui
Travaux,6337734,Retenu,8,9,3,19,37623609,Conforme,Non,Oui
Fournitures,9418326,Retenu,3,3,5,11,30295009,Conforme,Non,Oui
Fournitures,5621303,Caution,6,4,1,16,39601180,Conforme,Oui,Non
Services,7283216,Caution,4,1,1,13,39543312,Conforme,Oui,Non
Fournitures,4752700,Retenu,6,9,4,14,30976889,Conforme,Oui,Non
Fournitures,8951831,Caution,3,6,4,10,10251001,Conforme,Oui,Non
Travaux,5606938,Caution,4,5,5,10,14941372,Non conforme,Non,Non
Fournitures,5321787,Retenu,4,2,1,16,19693360,Non conforme,Oui,Non
Fournitures,9390537,Caution,4,9,3,18,17796442,Non conforme,Non,Oui
Services,6047930,Caution,3,4,2,15,39673131,Conforme,Oui,Non
Fournitures,4759661,Retenu,4,7,4,11,46754824,Non conforme,Oui,Non
Services,6898873,Aucune,8,1,0,12,46050482,Conforme,Oui,Non
Fournitures,5158133,Retenu,6,8,1,14,28446521,Non conforme,Non,Oui
Fournitures,4522033,Caution,3,2,2,18,10634455,Conforme,Oui,Non
Travaux,9057401,Retenu,6,5,0,16,44504111,Conforme,Oui,Non
Travaux,7879937,Caution,6,1,3,15,39798409,Conforme,Non,Oui
Travaux,9982807,Retenu,6,9,0,11,42105427,Conforme,Non,Non
Travaux,9955600,Caution,3,5,5,15,23726891,Non conforme,Non,Oui
Services,4872535,Caution,6,4,4,14,46350846,Conforme,Oui,Non
Services,4897354,Retenu,3,8,3,10,22506714,Conforme,Non,Oui
Services,5291254,Retenu,4,7,4,14,25173656,Non conforme,Non,Oui
Fournitures,4519757,Caution,4,3,4,13,10647829,Conforme,Non,Oui
Services,7699413,Caution,4,4,0,11,46595537,Non conforme,Non,Non
Fournitures,4979367,Retenu,4,2,2,14,40573299,Conforme,Oui,Non
Travaux,9736627,Retenu,3,8,5,12,13072669,Conforme,Non,Non
Fournitures,5815008,Retenu,3,2,0,19,24852130,Conforme,Oui,Non
Fournitures,6353938,Aucune,3,1,0,14,42503190,Conforme,Non,Oui
Fournitures,4411215,Caution,6,5,0,17,15285977,Non conforme,Oui,Non
Services,6108418,Aucune,6,8,1,20,46564329,Conforme,Oui,Non
Fournitures,5362783,Caution,6,4,0,18,34333561,Non conforme,Oui,Non
Travaux,7703329,Aucune,4,8,2,19,27442394,Conforme,Oui,Non
